nI,KI,v0,tau0,v1,tau1,v2,tau2,K0_0,n0_0,K0_1,n0_1,K0_2,n0_2,K1_0,n1_0,K1_1,n1_1,K1_2,n1_2,K2_0,n2_0,K2_1,n2_1,K2_2,n2_2
1,0.4,0.09593237132286862,10.424010020917905,0.20043211111785939,4.989220511737131,0.21709139749505038,4.606354795900191,0.0024307717400022496,1.0,0.0010517217579666604,1.0,0.002571257349335062,2.0,0.7829181453517532,2.0,0.0034117534863565696,3.0,0.0013929580603648532,1.0,0.1398316359821021,2.0,0.004490575665233256,3.0,0.013160720361962737,3.0
1,0.4,0.031899215797986935,31.34873303258781,0.021987375555616192,45.48064399366535,0.11577410458873859,8.637510119834436,0.0031844302434217535,2.0,0.005311543273811219,2.0,0.23867117258105655,2.0,0.0841776358447059,2.0,0.0014499752583860877,3.0,0.02519238552828198,2.0,0.053698860035748246,2.0,0.036831523332382196,3.0,0.23275201830288716,3.0
1,0.4,0.020685813612420424,48.34230931093607,0.039084134506440396,25.585829458119818,0.133755450301327,7.476330854160931,0.011447844215462416,1.0,0.022869605770419573,3.0,0.3728945967173698,1.0,0.057085819533023933,2.0,0.7203922831123017,2.0,0.06655033475096377,4.0,0.04103258120467064,4.0,0.061433317738732805,4.0,0.025186094780557385,4.0
1,0.4,0.17950478932722455,5.570882001243269,0.6726949718244751,1.4865578633475023,0.0935704690837592,10.687132487332669,0.05165427329403725,3.0,0.0024132579899553545,2.0,0.001491572849220755,2.0,0.058603805048982445,1.0,0.00847884961376779,1.0,0.07445610969689763,2.0,0.3323824342871354,2.0,0.003916153846911521,2.0,0.003654363183594237,1.0
1,0.4,0.05468949286736133,18.285047960223448,0.0110490951303319,90.5051489017238,0.8181370813095427,1.222289055031414,0.1026693660766017,2.0,0.0028076525293979277,1.0,0.004729864062506137,2.0,0.028842051680847393,2.0,0.0013826181854817233,2.0,0.02353726109949529,3.0,0.07518976079401182,3.0,0.001093286075348744,3.0,0.0720837044527833,2.0
1,0.4,0.09715388302414954,10.29294937960874,0.4525316783646968,2.2097900496461964,0.05060989702377137,19.758981124389603,0.0034026464610141765,3.0,0.03467760315312219,1.0,0.015133018431250726,4.0,0.25091071485526634,4.0,0.600672559738469,2.0,0.9901800554162375,3.0,0.019403081059662153,4.0,0.03252483279157152,4.0,0.0993100568528668,3.0
1,0.4,0.011142652117684214,89.74524102865294,0.4587397017848291,2.1798854472575124,0.2547352318586676,3.9256446495584125,0.029168672655487768,2.0,0.010075363938335503,3.0,0.19579976914225308,3.0,0.056592425344662856,3.0,0.0012355931986615686,2.0,0.001924954082779912,2.0,0.8129631634106385,2.0,0.1789518844304516,2.0,0.9141422127074784,3.0
1,0.4,0.013037882392959709,76.69957205166901,0.282252768347531,3.542923620748067,0.024436734745843437,40.921997574577546,0.023982837955596574,2.0,0.6281329556180272,3.0,0.732892519539326,3.0,0.09464496147083169,2.0,0.07990869924886271,2.0,0.2325498611106053,3.0,0.22345336545533964,3.0,0.1988363407815932,2.0,0.544153139250515,3.0
1,0.4,0.588235198523332,1.7000002762676156,0.027870998131088898,35.87959050826181,0.05796123532028777,17.252910405965363,0.012207238552657922,3.0,0.01058155480487954,3.0,0.4415958868047247,2.0,0.6578810378154482,3.0,0.012829415142582156,2.0,0.0013448709500579182,2.0,0.06352856998424843,4.0,0.4170986520906289,1.0,0.5462729182390649,2.0
1,0.4,0.4052206293291178,2.4677914390873865,0.056600358617298174,17.667732580308783,0.047024399479114846,21.265555989590773,0.13134370230363532,4.0,0.0305303671624877,4.0,0.37504443634924334,1.0,0.048798513300853726,1.0,0.0038002821777769207,3.0,0.0025801353308013996,3.0,0.001052330633887735,3.0,0.3415801697494384,3.0,0.002046999251029011,4.0
1,0.4,0.032210304481473495,31.045965447956977,0.05000288425503963,19.998846364531726,0.40387072811875885,2.476039807732608,0.0027768997720544527,2.0,0.32638627740368564,2.0,0.0033468512103404075,3.0,0.6951709990697883,3.0,0.18550463332963354,4.0,0.009073404547156204,3.0,0.006471590254294234,2.0,0.6188095476803442,3.0,0.023778254716116342,1.0
1,0.4,0.12298681032946723,8.130953208080747,0.010792435648397061,92.65749016984171,0.20306642392638635,4.9244970225235765,0.009959786033704577,2.0,0.015534356088318158,3.0,0.944218750698988,2.0,0.050349621000810606,1.0,0.28406034838917316,1.0,0.2948063575802791,2.0,0.12572433092564278,3.0,0.012601108824721265,3.0,0.09560289176443974,1.0
1,0.4,0.04217582964441364,23.710262689105253,0.032994848649857536,30.307761390635072,0.034220712312909386,29.222068519677222,0.0634340290109373,3.0,0.001487725787053665,2.0,0.0013873485635530927,4.0,0.0016119508794597693,3.0,0.0030078089583617427,1.0,0.7113544401114344,3.0,0.10218958465246401,3.0,0.08896930420145181,2.0,0.04368373207710316,3.0
1,0.4,0.4155462668130225,2.4064709031544638,0.029842127001529817,33.50967576636666,0.16972909117508517,5.891741911046017,0.19556219150774062,2.0,0.003220683506255891,3.0,0.12191617830388018,1.0,0.04356544560465804,2.0,0.046052592733829,3.0,0.26838404062627996,3.0,0.0012477833301629718,3.0,0.04404927185610731,4.0,0.003971375727973082,4.0
1,0.4,0.16715140176773208,5.982600142292352,0.1686409081565878,5.92975933853174,0.11772443048445369,8.494413571463884,0.19534290961552267,3.0,0.024252425241814417,2.0,0.05113388021807634,4.0,0.0040701649339871,1.0,0.7365151613855141,4.0,0.16850222814305463,3.0,0.09302755768210635,2.0,0.4592780047097935,2.0,0.0015862120407229739,3.0
1,0.4,0.3211981839810211,3.113342633528363,0.01965519428623807,50.87713636594107,0.025167732622144924,39.73341639524995,0.13923567764422806,3.0,0.00414624161532284,3.0,0.3856523154573263,3.0,0.297608508533511,2.0,0.01016283637268826,3.0,0.003443078194950509,1.0,0.010320571588878238,2.0,0.001726057117483286,3.0,0.007272475144998041,4.0
1,0.4,0.11357395217642095,8.804835799379795,0.03629831297177664,27.549489718090733,0.20187716056364477,4.953507356691473,0.019198395415893587,1.0,0.02946051358615146,4.0,0.005918570401005345,2.0,0.22566782634915236,2.0,0.017289259279618236,3.0,0.035911354497420736,1.0,0.00485285914518045,3.0,0.43257402784570786,2.0,0.09517183187659685,2.0
1,0.4,0.12261719193760384,8.155463228263045,0.015411012960311504,64.8886612823786,0.27937560928334054,3.5794105382542822,0.04487503042554224,1.0,0.030162086515598204,3.0,0.49876185617610225,3.0,0.0028109400443689717,4.0,0.09669227429206494,3.0,0.003978085920264085,3.0,0.06529010294159424,1.0,0.3854575836675221,3.0,0.07293650416377227,4.0
1,0.4,0.1340809482644108,7.458181143140308,0.8235423415676922,1.2142666497224703,0.9784142495508902,1.0220619747300472,0.03214297297889384,3.0,0.003855336356799292,2.0,0.6233053436947272,1.0,0.014256866134468743,3.0,0.009041805111039187,4.0,0.047433767692127905,1.0,0.07556679367032469,4.0,0.4493314404060127,3.0,0.05976404628434221,3.0
1,0.4,0.12327133603828007,8.112185947992524,0.11131562532273,8.983464784038777,0.43795502597305086,2.2833394771031443,0.009070508934185938,2.0,0.07923075822349998,3.0,0.10108016730345581,3.0,0.06708043445209912,4.0,0.13909945505501337,2.0,0.09656636611867903,3.0,0.034960426141874834,2.0,0.20517444374420085,4.0,0.0031371583939430628,4.0
1,0.4,0.013676288658360118,73.11925223139498,0.08224085886128765,12.159406088969229,0.36213177328979246,2.7614257399053455,0.14184082812977142,4.0,0.14129238796352203,2.0,0.00851834685308716,2.0,0.04155382438585074,3.0,0.00940118816319748,2.0,0.03525716501780352,1.0,0.1240609159112316,3.0,0.016198268821729655,1.0,0.0210432708261934,3.0
1,0.4,0.019607023694952562,51.00213145850535,0.646448969296604,1.5469125135864816,0.05320835596486927,18.79404055746899,0.001147515443946828,2.0,0.7374673632092437,3.0,0.9090738224874915,3.0,0.058503301278118876,3.0,0.0679160865224443,4.0,0.02634607112371284,2.0,0.04457005998267223,2.0,0.008111417571942564,3.0,0.004871691718200156,1.0
1,0.4,0.014470850967573105,69.10443637632937,0.01232499884313354,81.13591025260959,0.03589992409470635,27.855212099110144,0.41076048652475405,3.0,0.014466851022633613,4.0,0.013577983461366534,1.0,0.004824228264383157,2.0,0.16195497979568246,2.0,0.0011492403072338696,2.0,0.020638345505417998,3.0,0.43171458287152986,3.0,0.3658351718030444,3.0
1,0.4,0.014679297133927315,68.12315268751965,0.026632217805937893,37.548506372497485,0.08134672049787299,12.293058575436332,0.3382705336298809,3.0,0.528784552448542,2.0,0.00427962892641304,1.0,0.020672455089179455,3.0,0.0935995508392599,4.0,0.07323878865825051,1.0,0.01611896745634968,2.0,0.008554597296379154,3.0,0.07007582094115329,1.0
1,0.4,0.19524897179567346,5.1216658956160455,0.7317803128304328,1.366530340413406,0.2465363864525939,4.056196387028202,0.012966545463534065,3.0,0.016717986770775087,3.0,0.0063418850090649235,1.0,0.010712735329591935,2.0,0.24826739626279712,2.0,0.275567996773741,3.0,0.025684985579144757,1.0,0.496157745116192,3.0,0.05509649079810395,2.0
1,0.4,0.01864149087299688,53.643778108356635,0.14385997620340074,6.9512037078757745,0.23410209173690602,4.2716406016732344,0.2443362880550637,2.0,0.19589883721323956,2.0,0.11601610219415626,2.0,0.0017295501801422976,3.0,0.23268818028947041,1.0,0.003887763057914306,4.0,0.002321248921358797,2.0,0.0010560354740389195,2.0,0.026167262194835155,2.0
1,0.4,0.06980246862330983,14.32614089046788,0.023553310356981813,42.45687696734205,0.9487773765807771,1.0539880320542845,0.0028668714870315284,3.0,0.1283832021929406,4.0,0.07854728532526174,2.0,0.0023485844174289355,2.0,0.018727246856117055,3.0,0.07099684626543512,3.0,0.43825177776019053,1.0,0.0026025840859654017,1.0,0.006811367088047733,2.0
1,0.4,0.5834613648371787,1.713909541001161,0.0301802259267331,33.13427813388958,0.16380897734819025,6.1046715277051815,0.5679950442686332,4.0,0.0050095811524835795,1.0,0.22812546753855706,1.0,0.33028331696725594,4.0,0.0916127219666391,2.0,0.11551327267885166,2.0,0.07070472296144084,4.0,0.14341559243678606,3.0,0.009417777212610846,4.0
1,0.4,0.749115563709415,1.3349075208747152,0.014734066656713118,67.86992507220545,0.770566638553598,1.2977462946969296,0.0030343353479951453,4.0,0.17953906596427358,3.0,0.009576664689625142,3.0,0.6891064853010286,4.0,0.06671913085502837,1.0,0.9914952216536083,3.0,0.049013606118687665,4.0,0.021881457649610695,3.0,0.0011388291796384912,3.0
1,0.4,0.11528843061121502,8.673897239283974,0.022290626517077528,44.86190638176408,0.1302103409846297,7.6798815857339795,0.07375582788999789,2.0,0.016645761790582983,3.0,0.0023078259988819493,4.0,0.0051006829040524376,4.0,0.0028793260641861154,4.0,0.528247968230918,2.0,0.004248605332064007,3.0,0.06526950109249292,1.0,0.010465316290947177,2.0
1,0.4,0.010390489188687343,96.24185943899072,0.013834413130390567,72.28351434751237,0.09699922239696253,10.309360995777574,0.0013398205341764397,3.0,0.003603548358794616,3.0,0.009145776871948452,3.0,0.07226561574027293,3.0,0.07357426324629239,2.0,0.0023054296604786374,3.0,0.052077502118922106,4.0,0.0025350354064455284,1.0,0.0040907708143040605,3.0
1,0.4,0.013548672784612577,73.80796745904989,0.5084142855988847,1.9668998852423154,0.5110337471565718,1.9568179314263907,0.1062261213380746,4.0,0.033425760579619324,1.0,0.027275429188825275,3.0,0.006576492897271738,4.0,0.9377544518804732,2.0,0.630721642562075,4.0,0.7390657322677703,4.0,0.9951165834684408,2.0,0.48008231524166767,2.0
1,0.4,0.14544827901354052,6.875296200011448,0.11576255712274425,8.638371722729739,0.8399836043062482,1.1904994274571719,0.7061609488088677,3.0,0.04269777170509995,1.0,0.00561340443989646,3.0,0.8683866017962918,1.0,0.4588923350724906,2.0,0.19839317894000322,1.0,0.0024792316645362625,2.0,0.011290709609760051,2.0,0.00143697902247626,3.0
1,0.4,0.3333154037258614,3.0001613751474268,0.1295528541046908,7.718857349077825,0.035723073022330284,27.993112445138912,0.13984710960275368,2.0,0.1881945147831709,2.0,0.6183079068605918,2.0,0.7945689716841081,1.0,0.12715023166532152,2.0,0.25723079987892955,2.0,0.001700684474186745,3.0,0.07922504937072923,4.0,0.0062411815904144,1.0
1,0.4,0.018444351584000825,54.21714043162295,0.2402137052443736,4.162959806904783,0.018366309047019445,54.44752113448096,0.002969717591207345,4.0,0.7399509067658073,1.0,0.2123942016619283,2.0,0.008045705027949764,3.0,0.008641414037921116,3.0,0.0015975429683216331,3.0,0.03150404490871026,1.0,0.1713525891485827,4.0,0.10184577388819525,2.0
1,0.4,0.1068038866061815,9.36295514869515,0.039156493448437385,25.538548320646598,0.010016977067895073,99.83051705339842,0.00914729573162645,3.0,0.19497568392436992,3.0,0.0044323791853498155,2.0,0.6381881241304658,2.0,0.007006344276396609,4.0,0.005815254990707143,2.0,0.018819473914127857,2.0,0.23016111556084898,3.0,0.005574724255766032,2.0
1,0.4,0.22792628351636504,4.3873834319252625,0.19248401167191292,5.195236691681645,0.4023825383684561,2.485197305168133,0.01345398733102892,2.0,0.017005350302985178,1.0,0.038347994399165586,3.0,0.3018465871689498,2.0,0.06350833396774791,4.0,0.4938222386331381,4.0,0.9367359617961999,4.0,0.004761940561689232,3.0,0.11399141170837952,3.0
1,0.4,0.5099290454911534,1.9610571487192305,0.642382058428822,1.5567059927636557,0.09442582018229803,10.590323685506833,0.006272413657126912,3.0,0.7728387658202415,4.0,0.028251552669732574,4.0,0.03042643174193287,3.0,0.036192944208190365,2.0,0.17115979539753642,3.0,0.061051500182731075,2.0,0.008900821917069663,2.0,0.16354580578533856,3.0
1,0.4,0.020779374574569538,48.12464381020553,0.09723411356762568,10.284456383761926,0.11514060617128719,8.68503331059735,0.0023017834860286157,4.0,0.6732569803288891,2.0,0.2608042332448516,2.0,0.075660920091823,3.0,0.2333348469223935,1.0,0.007662854337928142,4.0,0.009358662343395241,3.0,0.03588266853675495,2.0,0.0010045738741936649,3.0
1,0.4,0.059077662734484,16.926871404753353,0.0334338030679728,29.909848962349386,0.363408443600733,2.7517247262935722,0.08945236604160142,2.0,0.1946981602911957,3.0,0.014010854205282253,2.0,0.003903059260259055,3.0,0.2088956322334436,1.0,0.033307175508867026,3.0,0.020052213167449956,2.0,0.001152068465244809,3.0,0.04619539961965632,2.0
1,0.4,0.02198273181627402,45.49025154642931,0.05097874838020445,19.616017100731916,0.12642415979589347,7.909880529279042,0.0685476970033967,3.0,0.003327007409942159,3.0,0.027856158026806594,3.0,0.0037536411510165502,3.0,0.0051085793926641,1.0,0.013823576848964183,3.0,0.001306773056588724,4.0,0.7990571958985625,2.0,0.07578282207133542,4.0
1,0.4,0.022201054601425064,45.04290530125587,0.321158092166926,3.1137312880792596,0.3393082722991669,2.9471724730551325,0.0030642646318880837,3.0,0.43147338506839605,2.0,0.07907076339380663,1.0,0.0014105981714233522,3.0,0.13608307737809666,2.0,0.013905322026258072,1.0,0.01267922620025033,4.0,0.003929709131563173,3.0,0.009374220959392355,1.0
1,0.4,0.1337252079603519,7.478021647919137,0.1266458098303501,7.896036997509527,0.16958236326299528,5.896839628594861,0.008654187877298497,2.0,0.034715646691313676,3.0,0.3199460765581515,3.0,0.013321620167742066,3.0,0.03314582654650489,2.0,0.011046709828802927,4.0,0.9789690209168288,2.0,0.033726311071330256,2.0,0.003086961274264383,4.0
1,0.4,0.710288923865647,1.407877789446077,0.48331365331640225,2.0690497633124965,0.03747972535788835,26.681091989099386,0.00278435853993191,3.0,0.11644850897022682,1.0,0.34388155398857934,3.0,0.0015651923522913532,3.0,0.11853455460073727,3.0,0.0013387061284417367,2.0,0.008449799583708062,3.0,0.0019299158817307753,4.0,0.004082454718443753,3.0
1,0.4,0.08509838986280288,11.751103653220907,0.029996841509867166,33.33684313633687,0.013378161314456754,74.74868754343518,0.0014824736559946974,3.0,0.17272899087991117,2.0,0.00868180634590148,2.0,0.001436294806706544,2.0,0.008869585192029496,4.0,0.07521829458787535,1.0,0.0018913853572660112,3.0,0.003013309455701766,2.0,0.196302637850921,4.0
1,0.4,0.19563310899046085,5.111609201327779,0.012394619828705274,80.68016718706077,0.14052005756728259,7.116421792819069,0.004535279571915616,1.0,0.0380270697581506,2.0,0.0794019796114907,1.0,0.3663591186109712,3.0,0.05994535513727454,3.0,0.006727330110089741,4.0,0.005241652663014101,2.0,0.0473616288101971,4.0,0.08133744189983096,1.0
1,0.4,0.44317992920034915,2.2564198739874075,0.0460111307210021,21.733871442188725,0.26353419324653893,3.794574008331776,0.04462991567230361,2.0,0.2426072646519973,2.0,0.16644818750604423,2.0,0.11386742537519011,1.0,0.0012812599010259258,2.0,0.8808744324579437,4.0,0.0038798030418055584,3.0,0.19053713502103822,4.0,0.008848977163265803,4.0
1,0.4,0.07635075373501768,13.097447648920298,0.010763854281098275,92.90352450757689,0.0230565347261758,43.37165197963215,0.031628794752326474,3.0,0.0180610814868892,2.0,0.3140949704985713,4.0,0.008150259127082388,3.0,0.004080512751169388,3.0,0.01171009060295303,4.0,0.24570358454639804,2.0,0.3261655943218881,3.0,0.008879992911450729,3.0
1,0.4,0.012788383363780872,78.19596672650506,0.3871944798887074,2.5826814480605025,0.017719346448129107,56.43549004063774,0.006153530729289216,2.0,0.0019908831156740963,2.0,0.005531162998273193,3.0,0.001806740447354881,1.0,0.16441043634993038,2.0,0.008343881510606803,2.0,0.0606920168561035,3.0,0.04470701002703704,1.0,0.0014490565344234226,2.0
1,0.4,0.032080924115525246,31.171171890153246,0.17643024797440995,5.667962333448873,0.8705528994511518,1.1486952724302675,0.018620401132275765,3.0,0.33325081056174355,2.0,0.01190249901598403,3.0,0.0021495871707587206,2.0,0.009209189479655346,1.0,0.07955953194909553,1.0,0.0016847129992790231,3.0,0.0017460800437742337,2.0,0.0012957652832381139,2.0
1,0.4,0.16088527008964987,6.215609418082659,0.7762357601595554,1.288268399016363,0.027838482885209567,35.92149773834459,0.21264502675690755,2.0,0.22493264992658965,2.0,0.223988534688014,3.0,0.06219484128935048,3.0,0.001187481776761009,2.0,0.31753316209477495,1.0,0.045264817869897625,1.0,0.0186708135206136,1.0,0.16901946929016615,4.0
1,0.4,0.01687668798554157,59.25333222115087,0.13772178941850066,7.261015153972916,0.2274448584689498,4.396670062060416,0.6497191043385667,2.0,0.690537436537654,2.0,0.0021155172968258217,3.0,0.026164572244579385,4.0,0.08756315552411163,4.0,0.13886987522485525,3.0,0.14621057296790638,2.0,0.7386521111062858,3.0,0.3752211209295062,2.0
1,0.4,0.0384570812166893,26.00301344674145,0.06481730077549724,15.427979691157212,0.03958248390063192,25.263700037380307,0.002338147253467328,2.0,0.0011588073755173258,3.0,0.007641971167904961,4.0,0.005672038535848739,3.0,0.015243232211927131,2.0,0.007371622443349927,4.0,0.1185354950765086,4.0,0.03260063024129743,1.0,0.9422336020552989,1.0
1,0.4,0.05583003865421855,17.911504704366514,0.11517525644099584,8.68242043387417,0.06130743856272508,16.311234385968948,0.3876731882841079,3.0,0.18638652027747768,3.0,0.00668687384077777,2.0,0.5721554450731696,2.0,0.027905379285368487,1.0,0.12341726672639845,3.0,0.0034860112871628957,3.0,0.15473101129106098,3.0,0.0856196387685694,3.0
1,0.4,0.11131306434332303,8.983671466591726,0.07711357372636322,12.96788557029519,0.22290430867141542,4.486230014845097,0.0017509507579225102,2.0,0.05967087981116215,2.0,0.03705492592655892,1.0,0.001378998220887177,2.0,0.0018516564512039654,2.0,0.004793509844373019,3.0,0.30127689217501014,1.0,0.04069917322168978,1.0,0.021079795549541237,2.0
1,0.4,0.010819378733074663,92.42674876913371,0.2614070637820877,3.825451330701655,0.04331519356234449,23.086587355558702,0.49808947197895803,4.0,0.007731971081976241,2.0,0.004469397232590915,3.0,0.018141971063940047,1.0,0.040773465271768485,2.0,0.010744191358879265,2.0,0.9467163031920355,3.0,0.22546025071603926,2.0,0.07973485554744714,4.0
1,0.4,0.015962261947196365,62.64776278625358,0.016185078449238843,61.785304478831755,0.5788165850535927,1.7276630038294598,0.0040474224754912785,3.0,0.049600599580602575,3.0,0.003182208683753083,4.0,0.15288739647029387,2.0,0.1695818372661111,3.0,0.002126110277240941,2.0,0.07973061666436775,3.0,0.011784001497058568,3.0,0.6897848539624202,1.0
1,0.4,0.0673012122235356,14.85857337425929,0.22924327541779824,4.3621781191945095,0.3791901429670855,2.637199353799664,0.02613199984990149,1.0,0.6276340660460308,4.0,0.006398134786218908,3.0,0.0031451048723531313,2.0,0.001659006701060644,1.0,0.2589963925170168,4.0,0.004813702126399609,1.0,0.001491170570196749,3.0,0.0012422814495977386,4.0
1,0.4,0.12113641340265961,8.255156083216548,0.028707187895783363,34.834481302394806,0.18568207888573457,5.3855493540406885,0.003004451322163566,3.0,0.002424982174556249,1.0,0.006216181815049173,3.0,0.2243613673520612,4.0,0.9300374762411692,4.0,0.009246852149461901,2.0,0.071175391428007,2.0,0.0016533868485730878,1.0,0.004122958303819411,3.0
1,0.4,0.0255839710373208,39.08697357971688,0.07059964598041071,14.164376975452114,0.011484580087665655,87.07327497972624,0.007862499749894811,3.0,0.013999489641763016,2.0,0.008238805883967013,2.0,0.0031609356925172364,3.0,0.01109829946711187,2.0,0.002385632211484789,4.0,0.10964576559549931,3.0,0.0014547339277908356,2.0,0.0021825778369123265,3.0
1,0.4,0.010475671392136813,95.45927535972675,0.016994171677940467,58.84370353266847,0.2172725652007412,4.602513893441106,0.0026376466323172138,2.0,0.2659905891182123,3.0,0.020816772665058055,2.0,0.12659828277425497,3.0,0.007090466296522676,3.0,0.04310651230808438,3.0,0.21880615714526833,4.0,0.004898967637467592,2.0,0.005192722824371296,4.0
1,0.4,0.018102614939105477,55.24063807156327,0.6938061821764085,1.4413247181843907,0.03168499035526573,31.56068500534702,0.0011271783676262076,3.0,0.010227026558616957,3.0,0.22425025923356995,2.0,0.1653023629142192,3.0,0.0014950436847831169,2.0,0.003946902404137029,3.0,0.07947486742439061,2.0,0.0015388121051740573,4.0,0.17486635688339544,1.0
1,0.4,0.05383585477154831,18.57498138078212,0.6343580351521129,1.5763968367803676,0.5107479805625779,1.9579127829316556,0.32046416505668,2.0,0.0010001879296086674,4.0,0.15302237155751755,4.0,0.2776149005850202,3.0,0.8913165758371827,1.0,0.10300910981449488,2.0,0.19851816073426035,2.0,0.3912849757476608,3.0,0.006086985256544652,2.0
1,0.4,0.06150265102734421,16.2594617190631,0.1466401886522393,6.819412939869601,0.24424156886529388,4.094307142907063,0.6060580430789287,4.0,0.02712489222677748,2.0,0.013637158373203407,3.0,0.2589243601008921,3.0,0.7676159124010035,3.0,0.0062102486540192795,2.0,0.13294276414373338,3.0,0.12652963498611927,3.0,0.045767647195697404,2.0
1,0.4,0.03030502762129222,32.997825063766086,0.23081724786928418,4.332431866470904,0.019721510673461243,50.70605475196562,0.014686649658470916,1.0,0.115337415494666,3.0,0.2750007082401752,1.0,0.0605650274724918,2.0,0.0021900040611047343,1.0,0.0010030515910841387,3.0,0.4090723175538671,3.0,0.3578244244675282,2.0,0.00506254746494967,2.0
1,0.4,0.021702283717084287,46.07810003021887,0.023073517808685606,43.33972861405503,0.05117987653513069,19.53892951096871,0.06881984183853393,3.0,0.21461313624219366,3.0,0.0017360724957390585,1.0,0.15363903633251652,2.0,0.349231495611608,2.0,0.016881436640686476,3.0,0.0016923417184904156,2.0,0.4192640368384806,1.0,0.050599277106694325,3.0
1,0.4,0.8530604069222446,1.1722499273033882,0.0409152305668889,24.44077635992258,0.5298163599664445,1.8874464353334317,0.9023463207334327,1.0,0.733841537613012,4.0,0.0012554979145280212,3.0,0.003912029006176745,3.0,0.04657227832041021,2.0,0.0024805122251450435,2.0,0.14878652977600537,1.0,0.7641854240729414,3.0,0.005797989062522501,2.0
1,0.4,0.0922500374030493,10.84010400593014,0.03071413826930042,32.55829583210303,0.016275736079548884,61.44115357440209,0.003053953198880721,4.0,0.012199893631466358,3.0,0.40528020868095865,4.0,0.055224098152564585,2.0,0.015509271792277277,3.0,0.0025901707651762207,3.0,0.012488334486295636,3.0,0.9894849170769549,3.0,0.06357889540184954,3.0
