nI,KI,v0,tau0,v1,tau1,v2,tau2,K0_0,n0_0,K0_1,n0_1,K0_2,n0_2,K1_0,n1_0,K1_1,n1_1,K1_2,n1_2,K2_0,n2_0,K2_1,n2_1,K2_2,n2_2
1,0.4,0.021160747962298214,47.25730875778517,0.8072667354990093,1.238747933025945,0.01477747481371563,67.67056026864994,0.20363565733608038,2.0,0.745484152602765,2.0,0.004000519683390335,1.0,0.18959490989670497,3.0,0.003770151170638038,3.0,0.2682209811293296,2.0,0.06346968019908636,1.0,0.02536669870077207,4.0,0.04654709081470076,3.0
1,0.4,0.17121060610557717,5.840759651206124,0.10987382426285663,9.101348812685814,0.5127441688482215,1.9502903411779453,0.8791347788878452,2.0,0.02851601234944177,4.0,0.8134453376119551,1.0,0.6201945974756123,3.0,0.007033454387602266,2.0,0.002753976461435224,4.0,0.0429410026960059,3.0,0.06991409747645257,3.0,0.0010004655458749425,4.0
1,0.4,0.05731552364386878,17.447280185618144,0.056185295946993646,17.798251004024618,0.045972242217063565,21.75225640025078,0.04358728915685449,4.0,0.0028172858893940563,1.0,0.8031090899326967,3.0,0.12841641209376195,3.0,0.023124179743967202,2.0,0.03506285121437239,2.0,0.0013619330118868134,1.0,0.003843406861632018,4.0,0.0022653869913172157,3.0
1,0.4,0.49245425127347997,2.0306454811061405,0.08138458040396211,12.287339874904806,0.1254515454193647,7.9712051107633455,0.4952048824153945,3.0,0.0012016586057093303,4.0,0.018187719916018225,3.0,0.012464689368631815,3.0,0.00383736416328683,3.0,0.2545137529463679,2.0,0.839733447710548,2.0,0.008204018242038981,2.0,0.016968707111034983,1.0
1,0.4,0.20545792365508972,4.867176608280824,0.01710686930266301,58.45604957327469,0.03779807050126865,26.456376919198462,0.048343912990369574,4.0,0.43895265504277725,3.0,0.04034188659120777,4.0,0.002513867501884551,4.0,0.9749367333107657,1.0,0.001234807363705081,4.0,0.0978290838262704,2.0,0.4096423302813964,2.0,0.33399049386459784,3.0
1,0.4,0.019686413074216914,50.79645521152299,0.6848845343648986,1.4601001334149144,0.9057353093254112,1.104075318367346,0.24078050216769675,1.0,0.0028066583440264897,1.0,0.003713671440573705,1.0,0.5138164502796702,4.0,0.047513974434619265,2.0,0.05972464473870408,1.0,0.4009703029936794,2.0,0.06751271511088006,2.0,0.2954020977270619,3.0
1,0.4,0.312808077454739,3.1968483938676187,0.7596356029110394,1.3164206577046254,0.7237835229101329,1.381628578638095,0.007341069838920965,3.0,0.008132281181343806,2.0,0.03028756072541531,2.0,0.32029962153089614,2.0,0.036302808012786646,2.0,0.003093545296336329,2.0,0.5085598986364365,4.0,0.38648298972709,2.0,0.0010566944358203502,3.0
1,0.4,0.12852282988858232,7.780718809778072,0.11396581542595792,8.774561005529652,0.6980004805659957,1.4326637700723621,0.0021424347578986205,1.0,0.12922183907392001,3.0,0.046719806779164194,3.0,0.018933279621403027,2.0,0.007707886639884433,2.0,0.06326119149950342,3.0,0.5362228074545942,1.0,0.226698071732092,3.0,0.024180094243294533,2.0
1,0.4,0.0987718038575964,10.12434683729927,0.3281394911128383,3.0474844603697124,0.04776468462404888,20.935969908958917,0.17612191444397163,3.0,0.3220477148698477,4.0,0.05484695863585179,2.0,0.5570751223823656,3.0,0.0023764132422829623,2.0,0.002063058183450282,2.0,0.002070966193420689,4.0,0.005481879940113522,3.0,0.6552654114137985,2.0
1,0.4,0.02222969031849091,44.9848821856141,0.2004952850322199,4.987648461854345,0.9182842126910401,1.0889874683454386,0.0650238504149862,3.0,0.0024926768101131715,3.0,0.0567729321010926,1.0,0.13793175752583015,3.0,0.06024083428554896,3.0,0.002814395746390419,4.0,0.3255206491129408,1.0,0.001830449935564152,2.0,0.0012250527963365261,2.0
1,0.4,0.36123919103803365,2.768248918746785,0.20481493823319255,4.882456370743073,0.1379574321555885,7.248612737820454,0.0023910631560084715,3.0,0.11486294102045091,3.0,0.009051382153224463,2.0,0.004257808555543551,2.0,0.013165054889027255,2.0,0.6199087426920441,3.0,0.006168842525408009,4.0,0.016840899239949168,3.0,0.008591184370041992,3.0
1,0.4,0.010500890084696372,95.23002259183389,0.014108986713537412,70.87681208463478,0.055558155299531634,17.999157722366462,0.010247196132191034,1.0,0.08715066519850331,2.0,0.1004156258759949,3.0,0.019479621019362518,4.0,0.05728429127017566,1.0,0.0016916631502128243,2.0,0.005405591837900417,4.0,0.013839834384816048,3.0,0.002267384032199849,3.0
1,0.4,0.013974349612015016,71.55968097006885,0.012642649176747773,79.0973462934643,0.012164603480924503,82.20572101409758,0.0023098170033611413,2.0,0.0011764672556828365,2.0,0.002636364505094978,3.0,0.001504274440082243,3.0,0.022914695050162904,3.0,0.016416588579738812,2.0,0.2482955670073464,3.0,0.00781813335534875,1.0,0.6101604330921652,3.0
1,0.4,0.07972551549694967,12.543035862066773,0.13782439480278771,7.255609585160126,0.7994003164776031,1.2509377084141011,0.829460328376723,3.0,0.009099744477462517,2.0,0.0032777230458735235,3.0,0.004408186066762181,4.0,0.08228048593779494,1.0,0.005055734196664344,3.0,0.0018188251932410473,2.0,0.1896216121304913,4.0,0.0013249812301136805,4.0
1,0.4,0.02420141036195285,41.319905949452625,0.25631072835649094,3.901514409530082,0.17238453113767363,5.800984539624135,0.00946643016219101,1.0,0.3390073828172667,3.0,0.601511730204252,4.0,0.05863734608755863,4.0,0.015150160011993971,3.0,0.6132917409627302,4.0,0.09887111482235003,3.0,0.06615708958533989,2.0,0.004291347902880305,3.0
1,0.4,0.039175321167279745,25.52627445554234,0.04625833856400042,21.617724091332345,0.06304708539526353,15.861161443557005,0.009301403164465009,2.0,0.015138469741432707,2.0,0.01236015670637662,3.0,0.003193630055065761,2.0,0.0013077024037178604,3.0,0.0022885492487360695,3.0,0.5789418905323155,4.0,0.31795585343727095,3.0,0.014809048239907538,2.0
1,0.4,0.08017668591972162,12.472453663166727,0.35118251658316163,2.8475221651963856,0.03282106239057905,30.46823981806999,0.6007849192828505,2.0,0.02343466625984779,1.0,0.8884363617265103,2.0,0.005557523829127648,1.0,0.2445243588226921,1.0,0.0014613840985972866,3.0,0.12258195878752652,4.0,0.0053846059817012045,3.0,0.0018827687865790837,2.0
1,0.4,0.1833830745598657,5.453065951697458,0.036981101558332986,27.04083864085625,0.53631374735767,1.8645802106077576,0.614112491520096,2.0,0.0036580072141186703,3.0,0.13413693987506448,2.0,0.3384050487297168,2.0,0.12784352799481843,4.0,0.002045548955202935,3.0,0.0029687580685331134,3.0,0.0042689183278182535,3.0,0.7600999755538176,4.0
1,0.4,0.14792510111621854,6.760177903913291,0.894710054967393,1.1176805205753995,0.09035619140245915,11.06731021392723,0.127008108991721,3.0,0.0038910604158666033,2.0,0.007488042978482369,1.0,0.0039445027211418345,1.0,0.4590031160061024,2.0,0.007663322862448855,3.0,0.4315011128558221,1.0,0.4783185576822496,1.0,0.017031760470769545,2.0
1,0.4,0.4411834697797905,2.266630706946327,0.09662901051708606,10.348858946694676,0.02830484737220823,35.32963760058544,0.03466595063791345,4.0,0.13331438277505633,4.0,0.0010880191385535818,4.0,0.9270030636042234,3.0,0.034487975232402636,2.0,0.008337076389675676,1.0,0.014101341741143117,4.0,0.010238722978516067,2.0,0.02073561341861919,2.0
1,0.4,0.7245065460080607,1.38024977898388,0.04522286732163157,22.112706673105343,0.015664372070505996,63.83913734294347,0.07227467848456894,3.0,0.0012000364872316268,2.0,0.008074743507545312,1.0,0.8949798473048385,2.0,0.3482462545785927,3.0,0.015263664250522356,3.0,0.043441148477045596,4.0,0.050466586498852294,2.0,0.12066254876561512,4.0
1,0.4,0.43526133869273675,2.297470303710866,0.1350072848018917,7.407007714194014,0.1866322759785616,5.3581300166690875,0.01650293572466845,4.0,0.01735914204405846,3.0,0.009128518053242746,1.0,0.3108297652239279,1.0,0.19150862852160613,2.0,0.0015029195979021652,2.0,0.00303094129237335,4.0,0.08240174576200003,4.0,0.08398734873601862,3.0
1,0.4,0.1729205384516103,5.783003042636476,0.08049941203773436,12.422450980526998,0.0959829677140619,10.418515115921926,0.007174667087654267,1.0,0.0028555368245401992,1.0,0.043124524266519054,1.0,0.14632644054682403,2.0,0.0013278238005710113,3.0,0.045934348753923736,1.0,0.00160073080566027,4.0,0.1464022567164488,1.0,0.1581709450974818,1.0
1,0.4,0.5980076037308625,1.6722195399543065,0.15380587893365488,6.50170206063031,0.29134873496717745,3.432312826457466,0.001469707611829738,4.0,0.8787467338915405,4.0,0.0011471855340277693,4.0,0.009213338381924214,3.0,0.46146314856256615,3.0,0.16908152403844512,3.0,0.9733611063838983,4.0,0.06937980715178456,3.0,0.012813446043503386,3.0
1,0.4,0.20700946705382936,4.830696944598996,0.022062344408184303,45.326098690991216,0.42503665242424843,2.352738273973263,0.013934223915629136,3.0,0.0016633920274302253,3.0,0.09711956582937399,4.0,0.006877579689264412,3.0,0.015934800171802342,3.0,0.5630340392783957,2.0,0.0010752795465834265,2.0,0.37772619547381514,1.0,0.19806575776225546,4.0
1,0.4,0.017092978927621284,58.50355308073637,0.22264539381862594,4.4914470622941876,0.15367805252965078,6.50711004947866,0.06606727287819675,3.0,0.06003473713749452,3.0,0.013261766344206557,3.0,0.15013785165626728,1.0,0.0011009758152773508,3.0,0.8807994942023518,4.0,0.006354662058489048,3.0,0.0017660063551164196,3.0,0.021944369243339083,2.0
1,0.4,0.0681382071728416,14.67605388359232,0.13170785094339166,7.592561816453921,0.02526555988656731,39.579570153585244,0.24820881265563266,1.0,0.7717927905413466,2.0,0.22717825850024181,1.0,0.18946414546162776,1.0,0.002637241466002218,2.0,0.5146367531632581,1.0,0.0018818902724443208,4.0,0.7198162449551427,4.0,0.00411191227817755,3.0
1,0.4,0.09073926738281578,11.020587104600981,0.01695230495176731,58.98902850351026,0.024073252230006045,41.53987963261368,0.5861035805544056,2.0,0.04878053311752697,4.0,0.061624400540476916,3.0,0.42796250645965667,4.0,0.738752261882163,3.0,0.008749746498980098,2.0,0.001270060215354115,4.0,0.46826019701425686,1.0,0.4778619445213942,2.0
1,0.4,0.3858307257965838,2.5918101725449834,0.3238486159664216,3.087862509511807,0.8664140353371855,1.1541825954040856,0.005400537322278198,3.0,0.0015511672990978513,2.0,0.0019583120439722623,1.0,0.00592249105733091,4.0,0.0029196658410919024,3.0,0.006447427625898023,1.0,0.005628715495914736,1.0,0.07513456942054153,3.0,0.01759129278070326,3.0
1,0.4,0.5086701274441103,1.965910608953293,0.7814202668763329,1.279721095534702,0.4559399785595227,2.1932711475737605,0.0029415191428166787,4.0,0.014848378619360912,2.0,0.006630887710010291,3.0,0.0020791541236378818,2.0,0.006159646247783509,1.0,0.0221353330927466,2.0,0.014859880616265354,3.0,0.048309176351604644,1.0,0.08468084956300596,1.0
1,0.4,0.07615466884812641,13.131171274531809,0.052081557632166146,19.200654616796424,0.012896588802898373,77.53988401764508,0.28883973532420987,3.0,0.0016447829650836454,4.0,0.005351487315301898,2.0,0.22202231499319755,1.0,0.17886584658836885,3.0,0.0814627693251554,3.0,0.0029841834230733906,2.0,0.8748545230053223,2.0,0.2369584951129547,4.0
1,0.4,0.030792682281339183,32.47524820551325,0.5455652149529281,1.832961436308363,0.04684489228584665,21.347044495225195,0.2953990582334929,2.0,0.003712990741405095,2.0,0.01271530628191838,4.0,0.127499324925189,3.0,0.0019466489067599213,3.0,0.004583828965648043,3.0,0.18161685847709105,4.0,0.8361370880438519,2.0,0.7199943495215493,3.0
1,0.4,0.07371764733704562,13.565272850174996,0.4667487893355225,2.1424801153177704,0.27692481498272936,3.6110884467409172,0.034003590606288325,2.0,0.002644764912716719,2.0,0.0012974854490175264,3.0,0.72370684163896,4.0,0.02058877002506828,1.0,0.29866524069731304,4.0,0.0046414519800794364,1.0,0.011169554828245215,1.0,0.5792367054653891,4.0
1,0.4,0.03786137915187152,26.412138765171452,0.03197049103931172,31.27884394300904,0.03874731865367007,25.80823744058692,0.044103477437930694,1.0,0.0028110926885222087,3.0,0.017917434495415573,2.0,0.012431300259729968,4.0,0.0021289580925069186,4.0,0.0014773093612210947,3.0,0.017574634996410425,1.0,0.0015850984114467621,2.0,0.09162240664428276,4.0
1,0.4,0.2411412139023651,4.1469476901816,0.3932468936823359,2.542931720670623,0.18545522242603207,5.392137179630222,0.49170675590427104,2.0,0.0019723587763340253,1.0,0.007186809878957128,3.0,0.0013021369340987254,2.0,0.020434416445318817,1.0,0.10431448614259417,2.0,0.0024705512681050435,2.0,0.09951964572005595,2.0,0.16734537655921247,3.0
1,0.4,0.051938997369009005,19.253355872377327,0.0488119252440012,20.486796925161155,0.10697572753404055,9.347914924736472,0.01705942752777088,1.0,0.14173363895566987,1.0,0.0869971227934333,3.0,0.014053545944953246,4.0,0.002061790103379461,4.0,0.08617840005978057,2.0,0.0033848827867237388,1.0,0.3321497666889792,1.0,0.3779806471551271,2.0
1,0.4,0.21937573823968484,4.558389218535293,0.08278959833649603,12.078812074139165,0.010699627488630759,93.46119769707711,0.07920757755068711,4.0,0.15505792068811639,1.0,0.0011211728427194577,3.0,0.3784788322772479,3.0,0.05794548499438076,4.0,0.004868053565759763,3.0,0.0031818672812107475,2.0,0.0054765232924736725,2.0,0.04414774826327442,3.0
1,0.4,0.08932071235587404,11.195611562251905,0.04471844900405191,22.362135142687766,0.02766082696889812,36.152209083423344,0.268804206282775,3.0,0.734755363085524,3.0,0.004539934753078453,1.0,0.014778415381513655,2.0,0.0036191819345869247,1.0,0.2618334258331643,1.0,0.5424476655237391,2.0,0.005531881389523227,2.0,0.019892676504264885,2.0
1,0.4,0.16866530856371753,5.928901494418605,0.011129429722889921,89.85186347358822,0.2910316553394269,3.436052338821052,0.008238292003043183,3.0,0.08977999759008776,2.0,0.0187999635527547,3.0,0.0010132836225159253,2.0,0.09975369000660497,1.0,0.008236782807753957,4.0,0.008595996180849833,3.0,0.002353446607044455,1.0,0.0020575355864160053,3.0
1,0.4,0.3237813781542846,3.0885037481170134,0.0663938862128496,15.06162776485381,0.15068230914594197,6.636479130615521,0.0031000074345159806,2.0,0.006450977910816255,1.0,0.005125551722024355,1.0,0.32350560088982355,2.0,0.3980545519302643,4.0,0.25576252484719453,2.0,0.034652084030623996,4.0,0.28393769690956305,1.0,0.0013658045460806898,2.0
1,0.4,0.18718935502860112,5.342184120711392,0.5130796912551843,1.9490149718333756,0.15847513989277953,6.310137985532469,0.006874615277689752,4.0,0.0031843770162939453,4.0,0.04081925894588527,3.0,0.02728808463777587,1.0,0.028097654412980965,2.0,0.16653720279765236,2.0,0.10272175876172461,3.0,0.2179001933912454,1.0,0.7357720067037715,2.0
1,0.4,0.37624848580667236,2.657818005183494,0.03205088328456078,31.20038818030671,0.02156624237723229,46.36876385362851,0.005946810280055135,2.0,0.008695621444112388,2.0,0.8906663952687368,3.0,0.11735529528532286,1.0,0.0018923120129552314,4.0,0.009265717505884691,2.0,0.5933719310288769,4.0,0.012042682221005617,2.0,0.027431262834543058,4.0
1,0.4,0.9370497947567437,1.0671791462902973,0.1176847522142993,8.497277524781115,0.2709534718047916,3.6906705543911604,0.005922048385290782,4.0,0.016101765490541264,3.0,0.38957868628873155,3.0,0.005115406365181636,3.0,0.0036357385172047754,3.0,0.06501916449313593,3.0,0.06479228818251787,1.0,0.02439486013145521,4.0,0.06902462529002572,1.0
1,0.4,0.07941346262115566,12.592323354171452,0.03069895754844815,32.57439600096618,0.701119099232932,1.4262911980205109,0.0010202900336153196,2.0,0.17506016143930833,3.0,0.12677884178276846,4.0,0.9346519729774021,1.0,0.6013213569265987,4.0,0.0030620975785094345,3.0,0.0018771942158190788,3.0,0.1149900986237785,2.0,0.3316464462491262,3.0
1,0.4,0.02264821868867669,44.1535828378399,0.03496511435880441,28.599935059219803,0.01974090539509631,50.65623789719404,0.006499241655443514,3.0,0.08764458713470524,3.0,0.0059001279865249275,3.0,0.3043244860421441,4.0,0.37400668665867437,1.0,0.004282787506114941,4.0,0.009671736575160858,2.0,0.0012413371140074494,2.0,0.06416618223912453,3.0
1,0.4,0.10344982290343602,9.66652210640745,0.8323054679840888,1.2014819540019135,0.70691387114192,1.414599487748968,0.2729807407688755,2.0,0.0018211927891045089,3.0,0.7727369999806846,1.0,0.09052529722945785,3.0,0.20150158364728213,3.0,0.004799530714143109,1.0,0.02257859031036529,3.0,0.0733166978595044,1.0,0.23263523787041376,4.0
1,0.4,0.10150705805930718,9.851531697586324,0.06416325216921935,15.585244921231158,0.7264444227945598,1.3765677987492821,0.9658022614358129,2.0,0.00405131815118432,2.0,0.8899620861328572,3.0,0.5362272876394752,3.0,0.04421038071962655,4.0,0.002455916129140034,3.0,0.9996267770155425,3.0,0.0259696032778491,3.0,0.05980832410161426,2.0
1,0.4,0.043308775610082804,23.090008570161192,0.04494042289972487,22.251682015349306,0.1032245950806874,9.687613685656327,0.0016316134855340586,4.0,0.29997948998380375,2.0,0.0010715839580848466,2.0,0.33414625527962183,3.0,0.07869410841067752,1.0,0.12845885689777017,2.0,0.005237642757749735,3.0,0.06163502018598425,2.0,0.00376267660275072,3.0
1,0.4,0.665264744948444,1.5031609710168798,0.02089192781137631,47.865376954608685,0.016019608728662673,62.423497161374215,0.11006366723591893,3.0,0.06419948773992883,2.0,0.24477407737002482,1.0,0.003729638459608881,4.0,0.055460178703317806,2.0,0.00355470378814744,1.0,0.06804434381613383,3.0,0.006708777158793015,4.0,0.011463098111678015,3.0
1,0.4,0.21306024188053244,4.693508235857172,0.19604459437699778,5.100880252158238,0.6227002964964491,1.605908983224167,0.18451582974874345,3.0,0.009882816884401424,2.0,0.001895837932408469,2.0,0.11695194222456406,2.0,0.005701786262203263,4.0,0.6159400780491966,2.0,0.013416814785557174,2.0,0.0023189687777979873,3.0,0.30587501539825634,4.0
1,0.4,0.09116121923495352,10.969576848491455,0.24871173077473277,4.020719074588952,0.030118183696961072,33.202533395162874,0.0088262481714265,3.0,0.0357441551427512,3.0,0.00159714943858969,3.0,0.884681739390964,2.0,0.002083765922471772,3.0,0.015825262113218816,4.0,0.006667831283062709,2.0,0.003184703609536805,3.0,0.15547834438952607,3.0
1,0.4,0.025147734629879695,39.76501321959368,0.17424902786379978,5.7389129354663675,0.07483329263711377,13.363036220379367,0.06357460342577503,2.0,0.005651582456062093,2.0,0.0055324819597391845,2.0,0.08705575099044417,3.0,0.8359766260257558,2.0,0.0658850931368026,3.0,0.1060687976612003,4.0,0.0010649418590020128,3.0,0.14430689486341025,3.0
1,0.4,0.7838535565841329,1.2757485012350869,0.10644034646197759,9.39493371864604,0.354568360559435,2.8203306082421125,0.03887839526623132,2.0,0.333848254277999,2.0,0.922999051429622,4.0,0.11271494344245037,3.0,0.06103758310418676,3.0,0.02334390560066544,3.0,0.06244956570509074,3.0,0.011972344804703172,3.0,0.5442024376920443,1.0
1,0.4,0.9033968983706101,1.1069331783224248,0.032336584694641166,30.92472533643049,0.0290526994006634,34.420209503051055,0.3645847346460768,3.0,0.7892455299441986,3.0,0.8435521001857735,2.0,0.03283603519752305,1.0,0.05954452509553795,1.0,0.3224752640239676,3.0,0.0023119933876484585,3.0,0.2752608667296707,3.0,0.1485481065923803,4.0
1,0.4,0.19315383742353062,5.177220464987649,0.7754127371145538,1.289635767038306,0.02476627517550025,40.377488859900836,0.1303404360708563,2.0,0.0011916172777971445,1.0,0.0031847832286085067,3.0,0.01764525121928177,3.0,0.5957164092327956,1.0,0.8221895804615279,2.0,0.035368542604967156,3.0,0.08341149342716352,3.0,0.20519529350857044,3.0
1,0.4,0.032961753174216665,30.338192107518715,0.011029470621392801,90.66618284112353,0.01063818567191846,94.00099141338477,0.0065537447380071626,3.0,0.001831572894312873,2.0,0.109988693687462,2.0,0.0481255923044706,4.0,0.32400716766365173,2.0,0.006964106817974159,2.0,0.21123376379636397,4.0,0.042740037668883485,1.0,0.007091770054370726,4.0
1,0.4,0.1634636716266011,6.11756722487118,0.011040939143143323,90.57200542772875,0.18397912608715727,5.435399228531314,0.7225149382156955,4.0,0.001086081974240106,3.0,0.12557250517658772,3.0,0.015025936553166466,2.0,0.01667771972346709,4.0,0.01325666476923476,4.0,0.018688133278963976,3.0,0.045898845431571064,2.0,0.0010644429136693649,2.0
1,0.4,0.01746879342453176,57.244938199090555,0.02418716935603121,41.34423442777293,0.6271465155032435,1.594523728155559,0.7939077153217968,4.0,0.01752106885329268,3.0,0.2730309445604933,2.0,0.0010731498152249893,4.0,0.306137126564846,2.0,0.016423779157244335,2.0,0.5402353302123991,1.0,0.13857647069282872,1.0,0.41893219274256976,2.0
1,0.4,0.1207348945044148,8.282609630834058,0.5921311297902252,1.6888151115349581,0.3655107276408089,2.7358978119589152,0.07833331370754594,4.0,0.06191268125042847,2.0,0.03654007277636003,3.0,0.022474361383630105,2.0,0.7436466597973673,1.0,0.06363343156004111,3.0,0.35335203201711274,4.0,0.17657936940236718,3.0,0.7882809495125965,1.0
